Fecha,Tipo Espuma,No. Corrida,No. Block,Tipo Unidad,No. Lote,Tipo Ajuste,Tipo Defecto,OK/NG,Largo der. ,Ancho,Alto,Flujo de Aire,Peso,Volumen,Densidad,Largo Requerido en caliente,Largo requerido en frio,Largo Real vs Requerido (cm),%
5/9/2017,"C15,6-20",,87,,V0917,=,=,OK,153,133,0,57,32.5,2.13,15.29,,,,
5/9/2017,"C15,6-20",,88,,V0917,=,=,OK,154,134,0,58,32.2,2.17,14.83,,,,
5/9/2017,"C15,6-20",,89,,V0917,=,=,OK,153,134,0,62,31.9,2.16,14.78,,,,
5/9/2017,"C15,6-20",,90,,V0917,=,=,OK,153,133,0,58,32,2.13,15.05,,,,
5/9/2017,"C15,6-20",,91,,V0917,=,=,OK,154,134,0,59,32,2.17,14.73,,,,
5/9/2017,"C15,6-20",,92,,V0917,=,=,OK,153,133,0,59,32.2,2.13,15.15,,,,
5/9/2017,"C15,6-20",,93,,V0917,=,=,OK,153,135,0,58,32.2,2.19,14.7,,,,
5/9/2017,"C15,6-20",,94,,V0917,=,=,OK,153,134,0,58,32.2,2.16,14.92,,,,
5/9/2017,"C15,6-20",,95,,V0917,=,=,OK,154,135,0,58,32.1,2.2,14.56,,,,
5/9/2017,"C15,6-20",,96,,V0917,=,=,OK,153,134,0,62,32.5,2.16,15.06,,,,
5/9/2017,"C15,6-20",,97,,V0917,=,=,OK,154,134,0,58,32,2.17,14.73,,,,
5/9/2017,"C15,6-20",,98,,V0917,=,=,OK,154,135,0,59,32.15,2.2,14.58,,,,
5/9/2017,"C15,6-20",,99,,V0917,=,=,OK,154,133,0,59,32.1,2.14,15,,,,
5/9/2017,"C15,6-20",,100,,V0917,=,=,OK,153,134,0,61,32.4,2.16,15.02,,,,
5/9/2017,"C15,6-20",,101,,V0917,=,=,OK,153,134,0,58,32.1,2.16,14.88,,,,
5/9/2017,"C15,6-20",,102,,V0917,=,=,OK,153,135,0,61,32.5,2.19,14.84,,,,
5/9/2017,"C15,6-20",,103,,V0917,=,=,OK,153,135,0,61,32.1,2.19,14.66,,,,
5/9/2017,"C15,6-20",,104,,V0917,=,=,OK,153,134,0,56,32.35,2.16,14.99,,,,
5/9/2017,"C15,6-20",,105,,V0917,=,=,OK,153,134,0,59,32.5,2.16,15.06,,,,
5/9/2017,"C15,6-20",,106,,V0917,=,=,OK,153,135,0,59,32.1,2.19,14.66,,,,
5/9/2017,"C15,6-20",,107,,V0917,=,=,OK,153,135.5,0,59,32.1,2.21,14.55,,,,
5/9/2017,"C15,6-20",,108,,V0917,=,=,OK,153,133,0,57,32.8,2.13,15.43,,,,
5/9/2017,"C15,6-20",,109,,V0917,=,=,OK,153,134,0,57,32.1,2.16,14.88,,,,
5/9/2017,"C15,6-20",,110,,V0917,=,=,OK,154,133,0,59,32.4,2.14,15.14,,,,
5/9/2017,"C15,6-20",,111,,V0917,=,=,OK,151,132,0,58,32.1,2.07,15.53,,,,
5/9/2017,"C15,6-20",,112,,V0917,=,=,OK,152,133,0,57,32.1,2.11,15.2,,,,
5/9/2017,"C15,6-20",,113,,V0917,=,=,OK,153,133,0,57,32.25,2.13,15.17,,,,
5/9/2017,"C15,6-20",,114,,V0917,=,=,OK,153,134,0,57,32.35,2.16,14.99,,,,
5/9/2017,"C15,6-20",,115,,V0917,=,=,OK,153,134,0,58,32.15,2.16,14.9,,,,
5/9/2017,"C15,6-20",,116,,V0917,=,=,OK,153,133,0,57,32.25,2.13,15.17,,,,
5/9/2017,"C15,6-20",,117,,V0917,=,=,OK,153,134,0,56,32.2,2.16,14.92,,,,
5/9/2017,"C15,6-20",,118,Final,V0917,=,=,=,154,133,0,55,35.5,2.14,16.59,,,,
5/9/2017,M24-30BL,,119,Inicio ,V0917,=,=,=,1200,197,102,=,,24.11,0,,,,
5/10/2017,M24-30,,1,Inicio ,V1017,=,=,=,262,197,102,24,115.5,5.26,21.94,,,,
5/10/2017,M24-30,,2,,V1017,=,=,OK,245,197,103,27,110.45,4.97,22.22,,,,
5/10/2017,M24-30,,3,,V1017,=,=,OK,250,197,106,35,114.6,5.22,21.95,,,,
5/10/2017,M24-30,,4,,V1017,=,=,OK,245,197,111,32,120.4,5.36,22.47,,,,
5/10/2017,M24-30,,5,,V1017,=,=,OK,250,197,111,33,122.65,5.47,22.44,,,,
5/10/2017,M24-30,,6,,V1017,=,=,OK,246,197,114,33,124.2,5.52,22.48,,,,
5/10/2017,M24-30,,7,,V1017,=,=,OK,250,197,112,36,125,5.52,22.66,,,,
5/10/2017,M24-30,,8,,V1017,=,=,OK,245,197,115.5,30,124.1,5.57,22.26,,,,
5/10/2017,M24-30,,9,,V1017,=,=,OK,250,197,113,32,124.3,5.57,22.34,,,,
5/10/2017,M24-30,,10,,V1017,=,=,OK,246,197,110,30,121.1,5.33,22.72,,,,
5/10/2017,M24-30,,11,,V1017,=,=,OK,249,197,108,32,119.3,5.3,22.52,,,,
5/10/2017,M24-30,,12,,V1017,=,=,OK,245,197,109,30,118.7,5.26,22.56,,,,
5/10/2017,M24-30,,13,,V1017,=,=,OK,249,197,108,31,118.5,5.3,22.37,,,,
5/10/2017,M24-30,,14,,V1017,=,=,OK,245,197,109,33,118.4,5.26,22.51,,,,
5/10/2017,M24-30,,15,,V1017,=,=,OK,250,197,108,33,117.8,5.32,22.15,,,,
5/10/2017,M24-30,,16,,V1017,=,=,OK,245,197,108,31,118.2,5.21,22.68,,,,
5/10/2017,M24-30,,17,,V1017,=,=,OK,250,197,109,33,118.1,5.37,22,,,,
5/10/2017,M24-30,,18,Muestra,V1017,=,=,OK,308,197,109,34,148.2,6.61,22.41,,,,
5/10/2017,M24-30,,19,,V1017,=,=,OK,251,197,110,35,120.1,5.44,22.08,,,,
5/10/2017,M24-30,,20,,V1017,=,=,OK,246,197,111,36,121.45,5.38,22.58,,,,
5/10/2017,M24-30,,21,,V1017,=,=,OK,250,197,110,34,120.85,5.42,22.31,,,,
5/10/2017,M24-30,,22,,V1017,=,=,OK,244,197,111,34,120.85,5.34,22.65,,,,
5/10/2017,M24-30,,23,,V1017,=,=,OK,250,197,111,34,121.15,5.47,22.16,,,,
5/10/2017,M24-30,,24,,V1017,=,=,OK,244,197,113,34,121.8,5.43,22.42,,,,
5/10/2017,M24-30,,25,cambio,V1017,=,=,OK,246,197,111,34,121.6,5.38,22.61,,,,
5/10/2017,M24-30BL,,26,,V1017,=,=,OK,218,197,112,35,108.3,4.81,22.52,,,,
5/10/2017,M24-30BL,,27,,V1017,=,=,OK,222,197,111,35,107.35,4.85,22.11,,,,
5/10/2017,M24-30BL,,28,,V1017,=,=,OK,260,197,111,36,128.6,5.69,22.62,,,,
5/10/2017,M24-30BL,,29,,V1017,=,=,OK,223,197,111,35,107.8,4.88,22.11,,,,
5/10/2017,M24-30BL,,30,,V1017,=,=,OK,219,197,110,35,107.25,4.75,22.6,,,,
5/10/2017,M24-30BL,,31,,V1017,=,=,OK,222,197,110,35,107.1,4.81,22.26,,,,
5/10/2017,M24-30BL,,32,,V1017,=,=,OK,218,197,110,37,107.05,4.72,22.66,,,,
5/10/2017,M24-30BL,,33,,V1017,=,=,OK,222,197,110,38,106.85,4.81,22.21,,,,
5/10/2017,M24-30BL,,34,,V1017,=,=,OK,218,197,110,36,107.8,4.72,22.82,,,,
5/10/2017,M24-30BL,,35,,V1017,=,=,OK,222,197,110,36,107.4,4.81,22.33,,,,
5/10/2017,M24-30BL,,36,,V1017,=,=,OK,218,197,110,37,107.05,4.72,22.66,,,,
5/10/2017,M24-30BL,,37,,V1017,=,=,OK,222,197,110,38,106.85,4.81,22.21,,,,
5/10/2017,M24-30BL,,38,,V1017,=,=,OK,218,197,110,36,107.8,4.72,22.82,,,,
5/10/2017,M24-30BL,,39,,V1017,=,=,OK,222,197,110,36,107.4,4.81,22.33,,,,
5/10/2017,M24-30BL,,40,Muestra,V1017,=,=,OK,285,197,112,37,137,6.29,21.79,,,,
5/10/2017,M24-30BL,,41,,V1017,=,=,OK,220,197,112,36,108.1,4.85,22.27,,,,
5/10/2017,M24-30BL,,42,,V1017,=,=,OK,223,197,111,37,107.3,4.88,22,,,,
5/10/2017,M24-30BL,,43,,V1017,=,=,OK,221,197,111,37,106.05,4.83,21.94,,,,
5/10/2017,M24-30BL,,44,,V1017,=,=,OK,218,197,111,35,106.55,4.77,22.35,,,,
5/10/2017,M24-30BL,,45,cambio,V1017,=,=,OK,218,197,112,35,106,4.81,22.04,,,,
5/10/2017,M20-27,,46,,V1017,=,=,OK,250,197,111,41,102.75,5.47,18.8,,,,
5/10/2017,M20-27,,47,,V1017,=,=,OK,251,197,115,41,102.66,5.69,18.05,,,,
5/10/2017,M20-27,,48,,V1017,=,=,OK,245,197,114,40,102.35,5.5,18.6,,,,
5/10/2017,M20-27,,49,,V1017,=,=,OK,248,197,114,37,101.95,5.57,18.3,,,,
5/10/2017,M20-27,,50,,V1017,=,=,OK,244,197,114,41,102.21,5.48,18.65,,,,
5/10/2017,M20-27,,51,,V1017,=,=,OK,250,197,114,36,101.85,5.61,18.14,,,,
5/10/2017,M20-27,,52,,V1017,=,=,OK,245,197,115,38,102.3,5.55,18.43,,,,
5/10/2017,M20-27,,53,,V1017,=,=,OK,250,197,115,39,102.3,5.66,18.06,,,,
5/10/2017,M20-27,,54,,V1017,=,=,OK,245,197,115,40,102.7,5.55,18.5,,,,
5/10/2017,M20-27,,55,,V1017,=,=,OK,250,197,115,38,101.95,5.66,18,,,,
5/10/2017,M20-27,,56,,V1017,=,=,OK,245,197,114,37,101.9,5.5,18.52,,,,
5/10/2017,M20-27,,57,,V1017,=,=,OK,251,197,114,37,101.75,5.64,18.05,,,,
5/10/2017,M20-27,,58,,V1017,=,=,OK,245,197,114,39,101.85,5.5,18.51,,,,
5/10/2017,M20-27,,59,,V1017,=,=,OK,250,197,114,40,101.5,5.61,18.08,,,,
5/10/2017,M20-27,,60,Muestra,V1017,=,=,OK,305,197,113,40,126.3,6.79,18.6,,,,
5/10/2017,M20-27,,61,,V1017,=,=,OK,250,197,113,37,100.75,5.57,18.1,,,,
5/10/2017,M20-27,,62,,V1017,=,=,OK,245,197,113,38,100.1,5.45,18.35,,,,
5/10/2017,M20-27,,63,,V1017,=,=,OK,248,197,112,38,99.3,5.47,18.15,,,,
5/10/2017,M20-27,,64,,V1017,=,=,OK,245,197,112,41,99.95,5.41,18.49,,,,
5/10/2017,M20-27,,65,,V1017,=,=,OK,250,197,112,40,99.35,5.52,18.01,,,,
5/10/2017,M20-27,,66,,V1017,=,=,OK,244,197,111,38,99.5,5.34,18.65,,,,
5/10/2017,M20-27,,67,,V1017,=,=,OK,250,197,110,43,99.3,5.42,18.33,,,,
5/10/2017,M20-27,,68,cambio,V1017,=,=,OK,248,197,110,38,92.3,5.37,17.17,,,,
5/10/2017,M15-30,,69,,V1017,=,=,OK,250,197,120,42,79.35,5.91,13.43,,,,
5/10/2017,M15-30,,70,,V1017,=,=,OK,245,197,117,41,78,5.65,13.81,,,,
5/10/2017,M15-30,,71,,V1017,=,=,OK,250,197,113,42,75.7,5.57,13.6,,,,
5/10/2017,M15-30,,72,,V1017,=,=,OK,245,197,112,38,74.2,5.41,13.73,,,,
5/10/2017,M15-30,,73,,V1017,=,=,OK,250,197,111,40,73.3,5.47,13.41,,,,
5/10/2017,M15-30,,74,,V1017,=,=,OK,245,197,111,39,73,5.36,13.63,,,,
5/10/2017,M15-30,,75,,V1017,=,=,OK,251,197,109,35,72.65,5.39,13.48,,,,
5/10/2017,M15-30,,76,,V1017,=,grieta,OK,246,197,109,36,73.7,5.28,13.95,,,,
5/10/2017,M15-30,,77,,V1017,=,grieta,OK,248,197,107,35,72.7,5.23,13.91,,,,
5/10/2017,M15-30,,78,,V1017,=,=,OK,245,197,108,43,71.85,5.21,13.78,,,,
5/10/2017,M15-30,,79,,V1017,=,=,OK,251,197,110,38,71.3,5.44,13.11,,,,
5/10/2017,M15-30,,80,,V1017,=,=,OK,245,197,112,35,72.85,5.41,13.48,,,,
5/10/2017,M15-30,,81,,V1017,=,grieta,OK,250,197,113,33,74,5.57,13.3,,,,
5/10/2017,M15-30,,82,,V1017,=,grieta,OK,245,197,108,37,74.3,5.21,14.25,,,,
5/10/2017,M15-30,,83,,V1017,=,=,OK,250,197,111,44,72.1,5.47,13.19,,,,
5/10/2017,M15-30,,84,,V1017,=,=,OK,245,197,111,44,73.15,5.36,13.65,,,,
5/10/2017,M15-30,,85,,V1017,=,=,OK,251,197,115.5,38,74.25,5.71,13,,,,
5/10/2017,M15-30,,86,,V1017,=,=,OK,244,197,116,37,75.3,5.58,13.5,,,,
5/10/2017,M15-30,,87,,V1017,=,=,OK,251,197,116,37,74.95,5.74,13.07,,,,
5/10/2017,M15-30,,88,,V1017,=,=,OK,244,197,115,37,75.85,5.53,13.72,,,,
5/10/2017,M15-30,,89,,V1017,=,=,OK,243,197,114,38,74.15,5.46,13.59,,,,
5/10/2017,M15-30,,90,,V1017,=,=,OK,245,197,113,36,74,5.45,13.57,,,,
5/10/2017,M15-30,,91,,V1017,=,=,OK,251,197,114,35,74,5.64,13.13,,,,
5/10/2017,M15-30,,92,,V1017,=,=,OK,245,197,114,31,74.6,5.5,13.56,,,,
5/10/2017,M15-30,,93,Muestra,V1017,=,=,OK,310,197,114,30,92.6,6.96,13.3,,,,
5/10/2017,M15-30,,94,,V1017,=,=,OK,247,197,113,35,74.7,5.5,13.59,,,,
5/10/2017,M15-30,,95,,V1017,=,grieta,OK,246,197,112,37,73.8,5.43,13.6,,,,
5/10/2017,M15-30,,96,,V1017,=,grieta,OK,250,197,111,35,75.25,5.47,13.77,,,,
5/10/2017,M15-30,,97,,V1017,=,grieta,OK,245,197,113,35,72.65,5.45,13.32,,,,
5/10/2017,M15-30,,98,,V1017,=,=,OK,247,197,112,36,73,5.45,13.39,,,,
5/10/2017,M15-30,,99,,V1017,=,=,OK,250,197,112,36,72,5.52,13.05,,,,
5/10/2017,M15-30,,100,,V1017,=,=,OK,244,197,112.5,34,73.2,5.41,13.54,,,,
5/10/2017,M15-30,,101,,V1017,=,=,OK,249,197,113,35,73.3,5.54,13.22,,,,
5/10/2017,M15-30,,102,,V1017,=,=,OK,245,197,113,37,73.45,5.45,13.47,,,,
5/10/2017,M15-30,,103,,V1017,=,grieta,OK,271,197,113,33,80.2,6.03,13.29,,,,
5/10/2017,M15-30,,104,,V1017,=,grieta,OK,250,197,114,26,75.65,5.61,13.47,,,,
5/10/2017,M15-30,,105,Final,V1017,=,grieta,=,295,197,114,26,82.7,6.63,12.48,,,,
5/10/2017,M17-35,,106,Inicio ,V1017,=,=,=,250,197,96,37,74.2,4.73,15.69,,,,
5/10/2017,M17-35,,107,,V1017,=,=,OK,245,197,104,33,77.5,5.02,15.44,,,,
5/10/2017,M17-35,,108,,V1017,=,=,OK,250,197,113,35,81.95,5.57,14.73,,,,
5/10/2017,M17-35,,109,,V1017,=,=,OK,244,197,114,35,84.15,5.48,15.36,,,,
5/10/2017,M17-35,,110,,V1017,=,=,OK,250,197,111,37,82.65,5.47,15.12,,,,
5/10/2017,M17-35,,111,,V1017,=,=,OK,245,197,109,31,82.05,5.26,15.6,,,,
5/10/2017,M17-35,,112,,V1017,=,=,OK,248,197,108,30,80.15,5.28,15.19,,,,
5/10/2017,M17-35,,113,,V1017,=,=,OK,244,197,108,32,80.65,5.19,15.54,,,,
5/10/2017,M17-35,,114,,V1017,=,=,OK,250,197,109,36,79.75,5.37,14.86,,,,
5/10/2017,M17-35,,115,,V1017,=,=,OK,244,197,109,34,80.05,5.24,15.28,,,,
5/10/2017,M17-35,,116,,V1017,=,=,OK,251,197,108,30,79.8,5.34,14.94,,,,
5/10/2017,M17-35,,117,Muestra,V1017,=,=,OK,305,197,109,28,99.35,6.55,15.17,,,,
5/10/2017,M17-35,,118,,V1017,=,=,OK,251,197,109,33,79.35,5.39,14.72,,,,
5/10/2017,M17-35,,119,,V1017,=,=,OK,245,197,109,33,79.95,5.26,15.2,,,,
5/10/2017,M17-35,,120,,V1017,=,=,OK,251,197,109,29,80.05,5.39,14.85,,,,
5/10/2017,M17-35,,121,,V1017,=,=,OK,244,197,110,29,80.3,5.29,15.19,,,,
5/10/2017,M17-35,,122,,V1017,=,=,OK,250,197,107,30,80.65,5.27,15.3,,,,
5/10/2017,M17-35,,123,,V1017,=,grieta,OK,245,197,107,28,80.2,5.16,15.53,,,,
5/10/2017,M17-35,,124,,V1017,=,=,OK,250,197,110,332,80.35,5.42,14.83,,,,
5/10/2017,M17-35,,125,,V1017,=,=,OK,244,197,111,27,81.3,5.34,15.24,,,,
5/10/2017,M17-35,,126,,V1017,=,=,OK,249,197,111,26,80.55,5.44,14.79,,,,
5/10/2017,M17-35,,127,,V1017,=,=,OK,245,197,112,26,81.95,5.41,15.16,,,,
5/10/2017,M17-35,,128,,V1017,=,=,OK,250,197,112,37,84.05,5.52,15.24,,,,
5/10/2017,M20-42Bl,,129,cambio,V1017,=,=,OK,248,197,110,35,93,5.37,17.31,,,,
5/10/2017,M20-42Bl,,130,,V1017,=,=,OK,250,197,109,29,92.9,5.37,17.31,,,,
5/10/2017,M20-42Bl,,131,,V1017,=,=,OK,245,197,111,35,95,5.36,17.73,,,,
5/10/2017,M20-42Bl,,132,,V1017,=,=,OK,248,197,110,35,95.5,5.37,17.77,,,,
5/10/2017,M20-42Bl,,133,,V1017,=,=,OK,244,197,112,27,95.6,5.38,17.76,,,,
5/10/2017,M20-42Bl,,134,,V1017,=,=,OK,250,197,113,30,94.9,5.57,17.05,,,,
5/10/2017,M20-42Bl,,135,,V1017,=,=,OK,245,197,113,32,96.55,5.45,17.7,,,,
5/10/2017,M20-42Bl,,136,,V1017,=,=,OK,250,197,112,32,95.95,5.52,17.39,,,,
5/10/2017,M20-42Bl,,137,Muestra,V1017,=,=,OK,306,197,110,33,119.3,6.63,17.99,,,,
5/10/2017,M20-42Bl,,138,,V1017,=,=,OK,250,197,109,28,94.05,5.37,17.52,,,,
5/10/2017,M20-42Bl,,139,,V1017,=,grieta,NG,245,197,113,26,94.1,5.45,17.25,,,,
5/10/2017,M20-42Bl,,140,,V1017,=,grieta,NG,250,197,110,25,94.8,5.42,17.5,,,,
5/10/2017,M20-42Bl,,141,,V1017,=,grieta,NG,246,197,111,27,94.5,5.38,17.57,,,,
5/10/2017,M20-42Bl,,142,,V1017,=,grieta,NG,250,197,112,29,94.4,5.52,17.11,,,,
5/10/2017,M20-42Bl,,143,cambio,V1017,=,=,OK,248,197,111,30,94.3,5.42,17.39,,,,
5/10/2017,M20-42,,144,,V1017,=,grieta,NG,250,197,109,23,92.8,5.37,17.29,,,,
5/10/2017,M20-42,,145,,V1017,=,grieta,NG,246,197,109,26,93.1,5.28,17.62,,,,
5/10/2017,M20-42,,146,,V1017,=,grieta,NG,250,197,108,22,92.25,5.32,17.34,,,,
5/10/2017,M20-42,,147,,V1017,=,=,OK,245,197,107,20,91.9,5.16,17.8,,,,
5/10/2017,M20-42,,148,,V1017,=,=,OK,248,197,106,20,91.8,5.18,17.73,,,,
5/10/2017,M20-42,,149,,V1017,=,=,OK,245,197,104,17,93.65,5.02,18.66,,,,
5/10/2017,M20-42,,150,,V1017,=,=,OK,251,197,104,17,92.45,5.14,17.98,,,,
5/10/2017,M20-42,,151,,V1017,=,=,OK,248,197,104,20,92.45,5.08,18.2,,,,
5/10/2017,M20-42,,152,,V1017,=,=,OK,250,197,103,25,91.9,5.07,18.12,,,,
5/10/2017,M20-42,,153,,V1017,=,=,OK,245,197,103,21,92.4,4.97,18.59,,,,
5/10/2017,M20-42,,154,,V1017,=,=,OK,251,197,103,15,91.85,5.09,18.03,,,,
5/10/2017,M20-42,,155,,V1017,=,=,OK,245,197,104,19,92.25,5.02,18.38,,,,
5/10/2017,M20-42,,156,,V1017,=,=,OK,251,197,104,16,92.2,5.14,17.93,,,,
5/10/2017,M20-42,,157,,V1017,=,=,OK,245,197,105,14,92.55,5.07,18.26,,,,
5/10/2017,M20-42,,158,Muestra,V1017,=,=,OK,311,197,105,22,115.6,6.43,17.97,,,,
5/10/2017,M20-42,,159,,V1017,=,=,OK,246,197,105,20,93.45,5.09,18.36,,,,
5/10/2017,M20-42,,160,,V1017,=,=,OK,250,197,104,20,92.9,5.12,18.14,,,,
5/10/2017,M20-42,,161,,V1017,=,=,OK,246,197,103,20,92.7,4.99,18.57,,,,
5/10/2017,M20-42,,162,,V1017,=,=,OK,251,197,103,22,91.8,5.09,18.02,,,,
5/10/2017,M20-42,,163,,V1017,=,=,OK,246,197,103,26,92.45,4.99,18.52,,,,
5/10/2017,M20-42,,164,,V1017,=,=,OK,251,197,104,19,92.5,5.14,17.99,,,,
5/10/2017,M20-42Bl,,165,,V1017,=,=,OK,245,197,104,18,92.7,5.02,18.47,,,,
5/10/2017,M20-42Bl,,166,,V1017,=,=,OK,250,197,104,23,92.65,5.12,18.09,,,,
5/10/2017,M20-42Bl,,167,,V1017,=,=,OK,246,197,106,28,93.3,5.14,18.16,,,,
5/10/2017,M20-42Bl,,168,cambio,V1017,=,=,OK,251,197,106,15,93.6,5.24,17.86,,,,
5/10/2017,M20-42N,,169,,V1017,=,=,OK,245,197,106,18,95.15,5.12,18.6,,,,
5/10/2017,M20-42N,,170,,V1017,=,=,OK,251,197,106,26,95.3,5.24,18.18,,,,
5/10/2017,M20-42N,,171,,V1017,=,=,OK,245,197,106,25,96.65,5.12,18.89,,,,
5/10/2017,M20-42N,,172,,V1017,=,=,OK,250,197,107,30,96.55,5.27,18.32,,,,
5/10/2017,M20-42N,,173,,V1017,=,=,OK,246,197,107,28,95.85,5.19,18.48,,,,
5/10/2017,M20-42N,,174,,V1017,=,=,OK,252,197,107,30,95.85,5.31,18.04,,,,
5/10/2017,M20-42N,,175,,V1017,=,=,OK,244,197,106,28,96.4,5.1,18.92,,,,
5/10/2017,M20-42N,,176,Muestra,V1017,=,=,OK,308,197,107,31,119.4,6.49,18.39,,,,
5/10/2017,M20-42N,,177,,V1017,=,=,OK,244,197,107,24,96.65,5.14,18.79,,,,
5/10/2017,M20-42N,,178,,V1017,=,=,OK,251,197,107,30,96.25,5.29,18.19,,,,
5/10/2017,M20-42N,,179,,V1017,=,=,OK,245,197,106,30,96.4,5.12,18.84,,,,
5/10/2017,M20-42N,,180,,V1017,=,=,OK,250,197,107,30,96.25,5.27,18.26,,,,
5/10/2017,M20-42N,,181,,V1017,=,=,OK,246,197,107,28,96.3,5.19,18.57,,,,
5/10/2017,M20-42N,,182,,V1017,=,=,OK,245,197,106,27,98.3,5.12,19.21,,,,
5/10/2017,M20-42N,,183,,V1017,=,=,OK,256,197,91,36,95.05,4.59,20.71,,,,
5/10/2017,M20-42N,,184,Final,V1017,=,=,OK,200,197,91,36,66.2,3.59,18.46,,,,
5/11/2017,C15-15,,1,Inicio ,V1117,=,,OK,208,134,0,42,38,2.93,12.95,,,,
5/11/2017,C15-15,,2,,V1117,=,,OK,210,134,0,49,47.7,2.96,16.11,,,,
5/11/2017,C15-15,,3,,V1117,=,,OK,209,134,0,57,44.7,2.95,15.17,,,,
5/11/2017,C15-15,,4,,V1117,=,,OK,209,134,0,58,44.6,2.95,15.13,,,,
5/11/2017,C15-15,,5,,V1117,=,,OK,209,134,0,52,45,2.95,15.27,,,,
5/11/2017,C15-15,,6,,V1117,=,,OK,210,134,0,53,44.7,2.96,15.09,,,,
5/11/2017,C15-15,,7,,V1117,=,,OK,209,134,0,50,44.9,2.95,15.23,,,,
5/11/2017,C15-15,,8,,V1117,=,"AM?0,22",OK,209,133,0,54,44.6,2.9,15.36,,,,
5/11/2017,C15-15,,9,,V1117,=,,OK,209,134,0,53,44.7,2.95,15.17,,,,
5/11/2017,C15-15,,10,,V1117,=,"POL?8,8",OK,209,134,0,53,45.7,2.95,15.5,,,,
5/11/2017,C15-15,,11,,V1117,=,AJUSTEROTAMETROS,OK,210,134,0,43,45.6,2.96,15.4,,,,
5/11/2017,C15-15,,12,,V1117,=,,OK,209,134,0,50,42.3,2.95,14.35,,,,
5/11/2017,C15-15,,13,,V1117,=,,OK,209,135,0,49,42,2.99,14.04,,,,
5/11/2017,C15-15,,14,,V1117,=,,OK,209,135,0,52,42,2.99,14.04,,,,
5/11/2017,C15-15,,15,,V1117,=,,OK,208,135,0,46,42.2,2.98,14.17,,,,
5/11/2017,C15-15,,16,,V1117,=,,OK,209,135,0,51,42.4,2.99,14.17,,,,
5/11/2017,C15-15,,17,,V1117,=,,OK,209,134,0,49,42.25,2.95,14.33,,,,
5/11/2017,C15-15,,18,,V1117,=,,OK,209,135,0,52,42.25,2.99,14.12,,,,
5/11/2017,C15-15,,19,,V1117,=,,OK,209,135,0,52,42.45,2.99,14.19,,,,
5/11/2017,C15-15,,20,,V1117,=,,OK,209,134,0,52,42.05,2.95,14.27,,,,
5/11/2017,C15-15,,21,,V1117,=,,OK,209,135,0,48,42.35,2.99,14.16,,,,
5/11/2017,C15-15,,22,,V1117,=,,OK,208,135,0,48,42.05,2.98,14.12,,,,
5/11/2017,C15-15,,23,,V1117,=,,OK,209,133,0,48,42.2,2.9,14.53,,,,
5/11/2017,C15-15,,24,,V1117,=,,OK,208,135,0,50,45.5,2.98,15.28,,,,
5/11/2017,C15-15,,25,,V1117,=,,OK,207,135,0,47,42.1,2.96,14.21,,,,
5/11/2017,C15-15,,26,,V1117,=,,OK,209,135,0,47,42.5,2.99,14.21,,,,
5/11/2017,C15-15,,27,,V1117,=,,OK,209,135,0,51,42.1,2.99,14.07,,,,
5/11/2017,C15-15,,28,,V1117,=,,OK,208,135,0,48,42.1,2.98,14.14,,,,
5/11/2017,C15-15,,29,,V1117,=,,OK,209,135,0,50,42.65,2.99,14.26,,,,
5/11/2017,C15-15,,30,,V1117,=,,OK,208,134,0,48,41.8,2.93,14.25,,,,
5/11/2017,C15-15,,31,,V1117,=,,OK,210,135,0,50,42.7,3.01,14.21,,,,
5/11/2017,C15-15,,32,,V1117,=,,OK,209,135,0,51,42.1,2.99,14.07,,,,
5/11/2017,C15-15,,33,,V1117,=,,OK,209,135,0,50,42,2.99,14.04,,,,
5/11/2017,C15-15,,34,,V1117,=,,OK,209,135,0,49,42.2,2.99,14.11,,,,
5/11/2017,C15-15,,35,,V1117,=,,OK,209,135,0,50,42,2.99,14.04,,,,
5/11/2017,C15-15,,36,,V1117,=,,OK,209,134,0,50,41.9,2.95,14.22,,,,
5/11/2017,C15-15,,37,,V1117,=,,OK,209,135,0,49,42.7,2.99,14.27,,,,
5/11/2017,C15-15,,38,,V1117,=,,OK,209,135,0,50,42.5,2.99,14.21,,,,
5/11/2017,C15-15,,39,,V1117,=,,OK,208,133,0,48,41.8,2.89,14.47,,,,
5/11/2017,C15-15,,40,,V1117,=,,OK,208,135,0,47,42.3,2.98,14.21,,,,
5/11/2017,C15-15,,41,,V1117,=,,OK,209,134,0,47,43,2.95,14.59,,,,
5/11/2017,C15-15,,42,,V1117,=,,OK,208,135,0,48,44,2.98,14.78,,,,
5/11/2017,C15-15,,43,,V1117,=,,OK,209,135,0,50,42.5,2.99,14.21,,,,
5/11/2017,C15-15,,44,,V1117,=,,OK,209,134,0,49,41.9,2.95,14.22,,,,
5/11/2017,C15-15,,45,,V1117,=,,OK,209,133,0,46,42.15,2.9,14.52,,,,
5/11/2017,C15-15,,46,,V1117,=,,OK,209,135,0,52,42,2.99,14.04,,,,
5/11/2017,C15-15,,47,,V1117,=,,OK,209,135.5,0,45,42.5,3.01,14.1,,,,
5/11/2017,C15-15,,48,,V1117,=,,OK,210,134,0,48,42.1,2.96,14.22,,,,
5/11/2017,C15-15,,49,,V1117,=,,OK,209,134,0,46,42,2.95,14.25,,,,
5/11/2017,C15-15,,50,,V1117,=,,OK,209,136,0,47,42.5,3.04,14,,,,
